Time,Data
11:24:44.695,895.5700684
11:24:44.735,895.5615234
11:24:44.775,895.5598145
11:24:44.815,895.5834961
11:24:44.855,895.5388184
11:24:44.895,895.5539551
11:24:44.935,895.5505371
11:24:44.975,895.5371094
11:24:45.015,895.4846191
11:24:45.055,895.4726563
11:24:45.095,895.4763184
11:24:45.135,895.4763184
11:24:45.175,895.5427246
11:24:45.215,895.5407715
11:24:45.255,895.5844727
11:24:45.295,895.6806641
11:24:45.335,895.6965332
11:24:45.375,895.6921387
11:24:45.415,895.673584
11:24:45.455,895.7036133
11:24:45.495,895.7197266
11:24:45.535,895.6906738
11:24:45.575,895.6330566
11:24:45.615,895.7058105
11:24:45.655,895.7585449
11:24:45.695,895.7775879
11:24:45.735,895.7160645
11:24:45.775,895.7160645
11:24:45.815,895.6179199
11:24:45.855,895.5883789
11:24:45.895,895.6203613
11:24:45.935,895.6276855
11:24:45.975,895.612793
11:24:46.015,895.6147461
11:24:46.055,895.6159668
11:24:46.095,895.6320801
11:24:46.135,895.6442871
11:24:46.175,895.6445313
11:24:46.215,895.6494141
11:24:46.255,895.6655273
11:24:46.295,895.6821289
11:24:46.335,895.6889648
11:24:46.375,895.6940918
11:24:46.415,895.7009277
11:24:46.455,895.6923828
11:24:46.495,895.6848145
11:24:46.535,895.6704102
11:24:46.575,895.657959
11:24:46.615,895.645752
11:24:46.655,895.6313477
11:24:46.695,895.6015625
11:24:46.735,895.5783691
11:24:46.775,895.5563965
11:24:46.815,895.5422363
11:24:46.855,895.5180664
11:24:46.895,895.5146484
11:24:46.935,895.5175781
11:24:46.975,895.520752
11:24:47.015,895.5244141
11:24:47.055,895.5307617
11:24:47.095,895.5449219
11:24:47.135,895.5751953
11:24:47.175,895.6132813
11:24:47.215,895.6311035
11:24:47.255,895.6484375
11:24:47.295,895.6611328
11:24:47.335,895.6713867
11:24:47.375,895.6708984
11:24:47.415,895.6831055
11:24:47.455,895.6853027
11:24:47.495,895.6931152
11:24:47.535,895.6982422
11:24:47.575,895.6882324
11:24:47.615,895.6713867
11:24:47.655,895.6604004
11:24:47.695,895.6486816
11:24:47.735,895.6281738
11:24:47.775,895.6108398
11:24:47.815,895.5944824
11:24:47.855,895.5771484
11:24:47.895,895.5646973
11:24:47.935,895.5476074
11:24:47.975,895.5361328
11:24:48.015,895.5361328
11:24:48.055,895.5195313
11:24:48.095,895.503418
11:24:48.135,895.4926758
11:24:48.175,895.4909668
11:24:48.215,895.5043945
11:24:48.255,895.5263672
11:24:48.295,895.5500488
11:24:48.335,895.5700684
11:24:48.374,895.5812988
11:24:48.414,895.5939941
11:24:48.455,895.6120605
11:24:48.495,895.6218262
11:24:48.535,895.6257324
11:24:48.575,895.6298828
11:24:48.615,895.635498
11:24:48.655,895.6369629
11:24:48.695,895.6411133
11:24:48.735,895.6394043
11:24:48.775,895.6381836
11:24:48.815,895.6308594
11:24:48.855,895.6337891
11:24:48.895,895.6401367
11:24:48.935,895.637207
11:24:48.975,895.6330566
11:24:49.015,895.6362305
11:24:49.055,895.6386719
11:24:49.095,895.6350098
11:24:49.135,895.6254883
11:24:49.175,895.614502
11:24:49.215,895.5991211
11:24:49.255,895.5976563
11:24:49.295,895.5895996
11:24:49.335,895.5883789
11:24:49.375,895.590332
11:24:49.415,895.5888672
11:24:49.455,895.5900879
11:24:49.495,895.5979004
11:24:49.534,895.6064453
11:24:49.575,895.6083984
11:24:49.615,895.6213379
11:24:49.655,895.6191406
11:24:49.695,895.6335449
11:24:49.735,895.6416016
11:24:49.775,895.652832
11:24:49.815,895.6474609
11:24:49.855,895.6420898
11:24:49.895,895.6569824
11:24:49.935,895.6459961
11:24:49.975,895.6416016
11:24:50.015,895.6477051
11:24:50.055,895.6484375
11:24:50.095,895.6472168
11:24:50.135,895.6359863
11:24:50.175,895.628418
11:24:50.215,895.6269531
11:24:50.255,895.6264648
11:24:50.295,895.6264648
11:24:50.335,895.6276855
11:24:50.375,895.6279297
11:24:50.415,895.6293945
11:24:50.455,895.6311035
11:24:50.495,895.6245117
11:24:50.535,895.6174316
11:24:50.575,895.6147461
11:24:50.615,895.609375
11:24:50.655,895.6125488
11:24:50.695,895.604248
11:24:50.735,895.6027832
11:24:50.775,895.5969238
11:24:50.815,895.5976563
11:24:50.855,895.6062012
11:24:50.895,895.6000977
11:24:50.935,895.6030273
11:24:50.975,895.6088867
11:24:51.015,895.6157227
11:24:51.055,895.6230469
11:24:51.095,895.6096191
11:24:51.135,895.6098633
11:24:51.175,895.6166992
11:24:51.215,895.6179199
11:24:51.255,895.6323242
11:24:51.295,895.6425781
11:24:51.335,895.6569824
11:24:51.375,895.6687012
11:24:51.415,895.677002
11:24:51.455,895.6853027
11:24:51.495,895.7053223
11:24:51.535,895.7209473
11:24:51.575,895.723877
11:24:51.615,895.7185059
11:24:51.655,895.7155762
11:24:51.695,895.7143555
11:24:51.735,895.7036133
11:24:51.775,895.6872559
11:24:51.815,895.6765137
11:24:51.855,895.6608887
11:24:51.895,895.6398926
11:24:51.935,895.6257324
11:24:51.975,895.6245117
11:24:52.015,895.6171875
11:24:52.055,895.6184082
11:24:52.095,895.6230469
11:24:52.135,895.6193848
11:24:52.175,895.6230469
11:24:52.215,895.6313477
11:24:52.255,895.6330566
11:24:52.295,895.6350098
11:24:52.335,895.6323242
11:24:52.375,895.6342773
11:24:52.415,895.628418
11:24:52.455,895.6271973
11:24:52.495,895.6342773
11:24:52.535,895.6342773
11:24:52.575,895.635498
11:24:52.615,895.6379395
11:24:52.655,895.6374512
11:24:52.695,895.637207
11:24:52.735,895.6381836
11:24:52.775,895.6303711
11:24:52.815,895.6174316
11:24:52.855,895.6181641
11:24:52.895,895.619873
11:24:52.935,895.6196289
11:24:52.975,895.6210938
11:24:53.015,895.6203613
11:24:53.055,895.6169434
11:24:53.095,895.6125488
11:24:53.135,895.6152344
11:24:53.175,895.6176758
11:24:53.215,895.6213379
11:24:53.255,895.6333008
11:24:53.295,895.6252441
11:24:53.335,895.6271973
11:24:53.375,895.6311035
11:24:53.415,895.630127
11:24:53.455,895.6347656
11:24:53.495,895.626709
11:24:53.535,895.6257324
11:24:53.575,895.6328125
11:24:53.615,895.6306152
11:24:53.655,895.6357422
11:24:53.695,895.6391602
11:24:53.735,895.6455078
11:24:53.775,895.6489258
11:24:53.815,895.6501465
11:24:53.855,895.6486816
11:24:53.895,895.645752
11:24:53.935,895.6437988
11:24:53.975,895.6401367
11:24:54.015,895.6418457
11:24:54.055,895.637207
11:24:54.095,895.6335449
11:24:54.135,895.6296387
11:24:54.175,895.6257324
11:24:54.215,895.6259766
11:24:54.255,895.6206055
11:24:54.295,895.619873
11:24:54.335,895.619873
11:24:54.375,895.619873
11:24:54.415,895.6081543
11:24:54.455,895.5964355
11:24:54.495,895.5917969
11:24:54.535,895.6013184
11:24:54.575,895.6081543
11:24:54.615,895.6140137
11:24:54.655,895.6242676
11:24:54.695,895.6289063
11:24:54.735,895.6350098
11:24:54.775,895.6350098
11:24:54.815,895.6386719
11:24:54.855,895.644043
11:24:54.895,895.651123
11:24:54.935,895.6533203
11:24:54.975,895.661377
11:24:55.015,895.6569824
11:24:55.055,895.6455078
11:24:55.095,895.6318359
11:24:55.135,895.6252441
11:24:55.175,895.6223145
11:24:55.215,895.6210938
11:24:55.255,895.6176758
11:24:55.294,895.6071777
11:24:55.335,895.612793
11:24:55.375,895.6140137
11:24:55.415,895.6125488
11:24:55.455,895.6186523
11:24:55.495,895.6188965
11:24:55.535,895.6166992
11:24:55.575,895.6113281
11:24:55.615,895.6235352
11:24:55.655,895.6347656
11:24:55.695,895.637207
11:24:55.735,895.6416016
11:24:55.775,895.6374512
11:24:55.815,895.6433105
11:24:55.855,895.6459961
11:24:55.895,895.6437988
11:24:55.935,895.6425781
11:24:55.975,895.6464844
11:24:56.015,895.6506348
11:24:56.055,895.6477051
11:24:56.095,895.6328125
11:24:56.135,895.6428223
11:24:56.175,895.6416016
11:24:56.215,895.6416016
11:24:56.255,895.6394043
11:24:56.295,895.6376953
11:24:56.335,895.6396484
11:24:56.375,895.6428223
11:24:56.415,895.6491699
11:24:56.455,895.6362305
11:24:56.495,895.6257324
11:24:56.535,895.6169434
11:24:56.575,895.6176758
11:24:56.615,895.6118164
11:24:56.655,895.5998535
11:24:56.695,895.6020508
11:24:56.735,895.5969238
11:24:56.775,895.5947266
11:24:56.815,895.6035156
11:24:56.855,895.6130371
11:24:56.895,895.6140137
11:24:56.935,895.6293945
11:24:56.975,895.6293945
11:24:57.015,895.6535645
11:24:57.055,895.682373
11:24:57.095,895.6818848
11:24:57.135,895.657959
11:24:57.175,895.6281738
11:24:57.215,895.6171875
11:24:57.255,895.6196289
11:24:57.295,895.6384277
11:24:57.335,895.6435547
11:24:57.375,895.6452637
11:24:57.415,895.6401367
11:24:57.455,895.6318359
11:24:57.495,895.6306152
11:24:57.535,895.6318359
11:24:57.575,895.6403809
11:24:57.615,895.6455078
11:24:57.655,895.6455078
11:24:57.695,895.6394043
11:24:57.735,895.6259766
11:24:57.775,895.6328125
11:24:57.815,895.6347656
11:24:57.855,895.6245117
11:24:57.895,895.6020508
11:24:57.935,895.5908203
11:24:57.975,895.5974121
11:24:58.015,895.5986328
11:24:58.055,895.5808105
11:24:58.095,895.5649414
11:24:58.135,895.5605469
11:24:58.175,895.5649414
11:24:58.215,895.560791
11:24:58.255,895.546875
11:24:58.295,895.5488281
11:24:58.335,895.5405273
11:24:58.375,895.5454102
11:24:58.415,895.5532227
11:24:58.455,895.5488281
11:24:58.495,895.5546875
11:24:58.535,895.5568848
11:24:58.575,895.5620117
11:24:58.615,895.5581055
11:24:58.655,895.5712891
11:24:58.695,895.5771484
11:24:58.735,895.5795898
11:24:58.775,895.5861816
11:24:58.815,895.588623
11:24:58.855,895.6062012
11:24:58.895,895.6289063
11:24:58.935,895.6755371
11:24:58.975,895.7800293
11:24:59.015,895.8217773
11:24:59.055,895.8149414
11:24:59.095,895.7854004
11:24:59.135,895.7409668
11:24:59.175,895.6931152
11:24:59.215,895.6931152
11:24:59.255,895.6447754
11:24:59.295,895.5922852
11:24:59.335,895.5483398
11:24:59.375,895.5205078
11:24:59.415,895.5092773
11:24:59.455,895.5327148
11:24:59.495,895.5605469
11:24:59.535,895.5556641
11:24:59.575,895.5559082
11:24:59.615,895.5493164
11:24:59.655,895.5529785
11:24:59.695,895.5537109
11:24:59.735,895.5498047
11:24:59.775,895.5537109
11:24:59.815,895.583252
11:24:59.855,895.5944824
11:24:59.895,895.5981445
11:24:59.935,895.5925293
11:24:59.975,895.5900879
11:25:00.015,895.5893555
11:25:00.055,895.5878906
11:25:00.095,895.5854492
11:25:00.135,895.5871582
11:25:00.175,895.5739746
11:25:00.215,895.5810547
11:25:00.255,895.5849609
11:25:00.295,895.5893555
11:25:00.335,895.5996094
11:25:00.375,895.598877
11:25:00.415,895.6008301
11:25:00.455,895.5979004
11:25:00.495,895.6000977
11:25:00.535,895.6071777
11:25:00.575,895.6052246
11:25:00.615,895.5998535
11:25:00.655,895.597168
11:25:00.695,895.5866699
11:25:00.735,895.5854492
11:25:00.775,895.5847168
11:25:00.815,895.5786133
11:25:00.855,895.5932617
11:25:00.895,895.605957
11:25:00.935,895.6252441
11:25:00.975,895.638916
11:25:01.015,895.6582031
11:25:01.055,895.6679688
11:25:01.095,895.7026367
11:25:01.135,895.753418
11:25:01.175,895.809082
11:25:01.215,895.876709
11:25:01.255,895.9333496
11:25:01.295,895.9050293
11:25:01.335,895.8483887
11:25:01.375,895.8249512
11:25:01.415,895.7368164
11:25:01.455,895.7368164
11:25:01.495,895.6411133
11:25:01.535,895.5998535
11:25:01.575,895.5773926
11:25:01.615,895.572998
11:25:01.655,895.5683594
11:25:01.695,895.5834961
11:25:01.735,895.644043
11:25:01.775,895.7026367
11:25:01.815,895.7275391
11:25:01.855,895.7277832
11:25:01.895,895.7348633
11:25:01.935,895.7255859
11:25:01.975,895.7214355
11:25:02.015,895.7094727
11:25:02.055,895.6757813
11:25:02.095,895.644043
11:25:02.135,895.6274414
11:25:02.175,895.6125488
11:25:02.215,895.6350098
11:25:02.255,895.6442871
11:25:02.295,895.6745605
11:25:02.335,895.682373
11:25:02.375,895.671875
11:25:02.415,895.661377
11:25:02.455,895.6523438
11:25:02.495,895.6445313
11:25:02.535,895.6455078
11:25:02.575,895.6416016
11:25:02.615,895.6450195
11:25:02.655,895.6394043
11:25:02.695,895.6352539
11:25:02.735,895.640625
11:25:02.775,895.6325684
11:25:02.815,895.6687012
11:25:02.854,895.7709961
11:25:02.894,895.5944824
11:25:02.935,895.4597168
11:25:02.975,895.5656738
11:25:03.015,895.5881348
11:25:03.055,895.5839844
11:25:03.095,895.6035156
11:25:03.135,895.6210938
11:25:03.175,895.6254883
11:25:03.215,895.6235352
11:25:03.255,895.6115723
11:25:03.295,895.592041
11:25:03.335,895.5744629
11:25:03.375,895.5305176
11:25:03.415,895.4780273
11:25:03.455,895.4509277
11:25:03.495,895.4296875
11:25:03.535,895.4262695
11:25:03.575,895.4316406
11:25:03.615,895.4458008
11:25:03.655,895.4663086
11:25:03.695,895.4663086
11:25:03.735,895.4838867
11:25:03.775,895.5063477
11:25:03.815,895.5427246
11:25:03.855,895.6413574
11:25:03.895,895.7021484
11:25:03.935,895.6755371
11:25:03.975,895.6779785
11:25:04.015,895.6555176
11:25:04.055,895.6555176
11:25:04.095,895.6772461
11:25:04.135,895.7094727
11:25:04.175,895.7644043
11:25:04.215,895.7148438
11:25:04.255,895.6335449
11:25:04.295,895.6843262
11:25:04.335,895.6152344
11:25:04.375,895.559082
11:25:04.414,895.5505371
11:25:04.455,895.557373
11:25:04.495,895.5371094
11:25:04.535,895.5419922
11:25:04.575,895.5490723
11:25:04.615,895.5627441
11:25:04.655,895.5876465
11:25:04.695,895.623291
11:25:04.735,895.6464844
11:25:04.775,895.6635742
11:25:04.815,895.6689453
11:25:04.855,895.6525879
11:25:04.895,895.6286621
11:25:04.935,895.5959473
11:25:04.975,895.5578613
11:25:05.015,895.5231934
11:25:05.055,895.5039063
11:25:05.095,895.5100098
11:25:05.135,895.5615234
11:25:05.175,895.6247559
11:25:05.215,895.6809082
11:25:05.255,895.729248
11:25:05.295,895.7644043
11:25:05.335,895.7814941
11:25:05.375,895.776123
11:25:05.414,895.7587891
11:25:05.455,895.7414551
11:25:05.495,895.7023926
11:25:05.535,895.6650391
11:25:05.575,895.6733398
11:25:05.615,895.692627
11:25:05.655,895.765625
11:25:05.695,895.8339844
11:25:05.735,895.8754883
11:25:05.775,895.7819824
11:25:05.815,895.6896973
11:25:05.855,895.6030273
11:25:05.895,895.5888672
11:25:05.935,895.6223145
11:25:05.975,895.6223145
11:25:06.015,895.6337891
11:25:06.055,895.6154785
11:25:06.095,895.550293
11:25:06.135,895.5092773
11:25:06.175,895.5283203
11:25:06.214,895.6201172
11:25:06.255,895.5983887
11:25:06.295,895.5249023
11:25:06.335,895.489502
11:25:06.375,895.4951172
11:25:06.415,895.5871582
11:25:06.455,895.6416016
11:25:06.495,895.6674805
11:25:06.535,895.6760254
11:25:06.575,895.6877441
11:25:06.615,895.6367188
11:25:06.655,895.5610352
11:25:06.695,895.4929199
11:25:06.735,895.4714355
11:25:06.775,895.498291
11:25:06.815,895.5610352
11:25:06.855,895.6477051
11:25:06.895,895.6860352
11:25:06.935,895.6520996
11:25:06.975,895.5830078
11:25:07.015,895.5395508
11:25:07.055,895.5180664
11:25:07.095,895.560791
11:25:07.135,895.6904297
11:25:07.175,895.715332
11:25:07.215,895.7192383
11:25:07.255,895.6501465
11:25:07.295,895.6264648
11:25:07.335,895.6025391
11:25:07.375,895.6174316
11:25:07.415,895.6689453
11:25:07.455,895.7121582
11:25:07.495,895.7331543
11:25:07.535,895.7387695
11:25:07.575,895.7233887
11:25:07.615,895.7138672
11:25:07.655,895.7038574
11:25:07.694,895.6867676
11:25:07.735,895.6789551
11:25:07.775,895.6748047
11:25:07.815,895.6679688
11:25:07.855,895.6623535
11:25:07.895,895.6621094
11:25:07.935,895.6433105
11:25:07.975,895.628418
11:25:08.015,895.6164551
11:25:08.055,895.5949707
11:25:08.095,895.5788574
11:25:08.135,895.5795898
11:25:08.175,895.5712891
11:25:08.215,895.5712891
11:25:08.255,895.5739746
11:25:08.295,895.5783691
11:25:08.335,895.5773926
11:25:08.375,895.5666504
11:25:08.415,895.5632324
11:25:08.455,895.5671387
11:25:08.495,895.5739746
11:25:08.535,895.5908203
11:25:08.575,895.5930176
11:25:08.615,895.5986328
11:25:08.655,895.6079102
11:25:08.695,895.6164551
11:25:08.735,895.6208496
11:25:08.775,895.6210938
11:25:08.815,895.6201172
11:25:08.855,895.6154785
11:25:08.895,895.6291504
11:25:08.935,895.6203613
11:25:08.975,895.6105957
11:25:09.015,895.611084
11:25:09.055,895.6057129
11:25:09.095,895.6030273
11:25:09.135,895.6013184
11:25:09.175,895.6062012
11:25:09.215,895.6020508
11:25:09.255,895.5949707
11:25:09.295,895.5952148
11:25:09.335,895.6010742
11:25:09.375,895.6037598
11:25:09.415,895.604248
11:25:09.455,895.6025391
11:25:09.495,895.6052246
11:25:09.535,895.6105957
11:25:09.575,895.6103516
11:25:09.615,895.6147461
11:25:09.655,895.6184082
11:25:09.695,895.6157227
11:25:09.735,895.6008301
11:25:09.775,895.5961914
11:25:09.815,895.59375
11:25:09.855,895.6018066
11:25:09.895,895.6010742
11:25:09.935,895.6083984
11:25:09.975,895.5996094
11:25:10.014,895.5949707
11:25:10.055,895.5915527
11:25:10.095,895.5947266
11:25:10.135,895.5942383
11:25:10.175,895.5895996
11:25:10.215,895.5969238
11:25:10.255,895.6035156
11:25:10.295,895.6008301
11:25:10.335,895.6037598
11:25:10.375,895.6071777
11:25:10.415,895.6032715
11:25:10.455,895.6032715
11:25:10.495,895.598877
11:25:10.535,895.6000977
11:25:10.575,895.5976563
11:25:10.615,895.6035156
11:25:10.655,895.6008301
11:25:10.695,895.6022949
11:25:10.735,895.5898438
11:25:10.775,895.5874023
11:25:10.815,895.5861816
11:25:10.855,895.5949707
11:25:10.895,895.5957031
11:25:10.935,895.6025391
11:25:10.975,895.605957
11:25:11.015,895.6079102
11:25:11.055,895.6152344
11:25:11.095,895.6140137
11:25:11.135,895.6184082
11:25:11.175,895.6149902
11:25:11.215,895.6179199
11:25:11.255,895.6125488
11:25:11.295,895.6137695
11:25:11.335,895.6113281
11:25:11.375,895.6120605
11:25:11.415,895.614502
11:25:11.455,895.6169434
11:25:11.495,895.6210938
11:25:11.535,895.6206055
11:25:11.575,895.6257324
11:25:11.615,895.6313477
11:25:11.655,895.6311035
11:25:11.695,895.6240234
11:25:11.735,895.6169434
11:25:11.775,895.6149902
11:25:11.815,895.6152344
11:25:11.855,895.6120605
11:25:11.895,895.6113281
11:25:11.935,895.6135254
11:25:11.975,895.6125488
11:25:12.015,895.6191406
11:25:12.055,895.6237793
11:25:12.095,895.6191406
11:25:12.135,895.621582
11:25:12.175,895.6179199
11:25:12.215,895.6149902
11:25:12.255,895.6142578
11:25:12.295,895.6149902
11:25:12.335,895.6113281
11:25:12.375,895.6191406
11:25:12.415,895.6135254
11:25:12.455,895.621582
11:25:12.495,895.6152344
11:25:12.535,895.6237793
11:25:12.575,895.6191406
11:25:12.615,895.621582
11:25:12.655,895.6201172
11:25:12.695,895.6201172
11:25:12.735,895.6105957
11:25:12.775,895.6137695
11:25:12.815,895.6130371
11:25:12.855,895.6286621
11:25:12.895,895.6352539
11:25:12.935,895.6333008
11:25:12.975,895.6342773
11:25:13.015,895.6323242
11:25:13.055,895.6364746
11:25:13.095,895.6398926
11:25:13.135,895.640625
11:25:13.175,895.6418457
11:25:13.215,895.6428223
11:25:13.255,895.6413574
11:25:13.295,895.6281738
11:25:13.335,895.6269531
11:25:13.375,895.6257324
11:25:13.415,895.6220703
11:25:13.455,895.6123047
11:25:13.495,895.6120605
11:25:13.535,895.6164551
11:25:13.575,895.6169434
11:25:13.615,895.6193848
11:25:13.655,895.614502
11:25:13.695,895.6044922
11:25:13.735,895.6079102
11:25:13.775,895.6159668
11:25:13.815,895.6130371
11:25:13.855,895.6259766
11:25:13.895,895.6240234
11:25:13.935,895.6279297
11:25:13.975,895.6279297
11:25:14.015,895.6293945
11:25:14.055,895.619873
11:25:14.095,895.623291
11:25:14.135,895.626709
11:25:14.175,895.6259766
11:25:14.215,895.6230469
11:25:14.255,895.6181641
11:25:14.295,895.6120605
11:25:14.335,895.6066895
11:25:14.375,895.6040039
11:25:14.415,895.607666
11:25:14.455,895.607666
11:25:14.495,895.6103516
11:25:14.535,895.6054688
11:25:14.575,895.6015625
11:25:14.615,895.6008301
11:25:14.655,895.6096191
11:25:14.695,895.6191406
11:25:14.735,895.6123047
11:25:14.775,895.6123047
11:25:14.815,895.6193848
11:25:14.855,895.6201172
11:25:14.895,895.6201172
11:25:14.935,895.623291
11:25:14.975,895.625
11:25:15.015,895.6274414
11:25:15.055,895.6320801
11:25:15.095,895.6330566
11:25:15.135,895.6318359
11:25:15.175,895.6345215
11:25:15.215,895.6381836
11:25:15.255,895.637207
11:25:15.295,895.6337891
11:25:15.335,895.6501465
11:25:15.375,895.6425781
11:25:15.415,895.6508789
11:25:15.455,895.6445313
11:25:15.495,895.6364746
11:25:15.535,895.6342773
11:25:15.575,895.6257324
11:25:15.615,895.6223145
11:25:15.655,895.6247559
11:25:15.695,895.6228027
11:25:15.735,895.6171875
11:25:15.775,895.6140137
11:25:15.815,895.6088867
11:25:15.855,895.6062012
11:25:15.895,895.6037598
11:25:15.935,895.5966797
11:25:15.975,895.5998535
11:25:16.015,895.6027832
11:25:16.055,895.612793
11:25:16.095,895.6247559
11:25:16.135,895.6467285
11:25:16.175,895.6569824
11:25:16.215,895.6662598
11:25:16.255,895.6706543
11:25:16.295,895.670166
11:25:16.335,895.6760254
11:25:16.375,895.6818848
